V1,ID,longitude,latitude,x,y,clay,silt,sand,CRFVOL,soC,N,Avail_N,pHiHXO,pHiKCl,FC,WP,AWC,soil_depth
206580,8016054,24.4583333333,64.625,378491.068367759,7169098.26390001,12.5943366368612,28.4340552330017,59.2724229176839,10.8447784900665,144.816742897034,5.82828606006711,88.1358175489638,53.7479643503825,48.6230695406596,286.751392453216,148.996237821357,137.755154631859,190.075
206581,8016055,24.5416666667,64.625,382473.394137097,7168941.16649253,10.3173348082214,27.9063477876807,62.1207487603196,10.4394092800237,166.992525501412,5.44268785823475,81.3772817541052,52.2583841275768,48.0398203425047,293.214113062078,138.033234509555,155.180878552523,190.067226890756
206582,8016056,24.625,64.625,386455.877319088,7168789.30599027,9.33576876269884,26.5450192285963,64.541817247375,9.93684027017641,147.936718207746,4.65207265377045,72.9956398010254,51.9913717222608,47.4255407979666,296.930638122559,129.49198348999,167.438654632569,194.578512396694
206583,8016057,24.7083333333,64.625,390438.512573129,7168642.68236023,8.42172295594018,25.6710133513143,66.3240167917299,11.0691391259186,140.925339312593,4.3514605307579,68.3736090012539,51.3856706855711,47.101454679631,293.763427429199,122.254361724854,171.509065704345,194.429752066116
206584,8016058,24.7916666667,64.625,394421.29455957,7168501.29557053,8.77077134975717,25.9123651488753,65.6646788731094,11.479014026232,145.531151511452,4.31591506958008,67.7163930681017,51.3057998468068,47.1556739491865,295.848811645508,121.340585708618,174.50822593689,194.01652892562
206585,8016059,24.875,64.625,398404.217925338,7168365.14559088,9.35860604688156,28.1085999859266,62.8739687076285,11.2858714269212,141.920091550212,4.16940228223801,66.5524514516195,51.9471857370424,47.4050010807258,293.79681640625,123.861516189575,169.935300216675,192.512396694215
206586,8016060,24.9583333333,64.625,402387.277332586,7168234.23239161,10.1197551774585,30.2168270773139,60.0414233247111,10.3509775744982,139.703411070769,4.13711995840073,67.6305591441967,51.9061592038998,47.6293987873172,298.755280151367,117.463659973145,181.291620178222,195.595041322314
206587,8016061,25.0416666667,64.625,406370.467444316,7168108.55594414,11.2417654005949,33.6740433716577,55.4274255106272,10.0574628893009,122.455888984617,4.18228230042891,66.7049313439263,53.0399172759253,48.6802344834509,286.487733598189,120.851294222745,165.636439375444,199.413223140496
206588,8016062,25.125,64.625,410353.78291001,7167988.11622147,11.5378467662275,33.7787624863554,55.1163768925943,10.124784918856,126.692636095788,4.23674131631851,68.3860462800956,53.2180738843177,48.4906519740081,283.070639343262,120.852695465088,162.217943878174,199.818181818182
206589,8016063,25.2083333333,64.625,414337.218394271,7167872.91319725,10.7021109249966,31.4737297089632,58.1934598181859,10.6005471994069,131.859362956906,4.31895788908005,69.1449093288846,52.0642455550265,48.6172961085296,289.177136230469,119.23813331604,169.939002914429,198.438016528926
206590,8016064,25.2916666667,64.625,418320.768562457,7167762.94684628,11.0903639202276,34.177995334972,55.1239597225977,10.8136866309426,134.143645168336,4.24523307800293,67.0199396109875,52.3128091481106,48.9850586504976,289.966692199707,115.600470504761,174.366221694946,198.03305785124
206591,8016065,25.375,64.625,422304.4280663,7167658.21714488,10.5764156924792,31.6708025183559,58.1295895852333,11.1403966068236,135.360060195292,4.32467843318472,68.9579577128092,52.1796345040818,48.3036804514483,291.282788023657,112.908413634008,178.374374389649,198.644628099174
206592,8016066,25.4583333333,64.625,426288.19157256,7167558.72407005,10.808712750427,32.3154509363096,57.2850569732918,10.8157022176695,140.885745466248,4.32196407079697,68.8907678863149,52.5738868713379,48.4747807211127,291.634571838379,113.791871185303,177.842700653076,199.793388429752
206593,8016067,25.5416666667,64.625,430272.053748647,7167464.46759999,10.1900921971345,30.4520875126862,59.7110461085296,10.8291288565013,146.263665254451,4.72843379665304,71.9858424716526,51.8099115229835,49.0814140572036,296.424290127224,114.324560659903,182.099729467321,199.785123966942
206594,8016068,25.625,64.625,434256.009248247,7167375.44771432,9.22580837218229,27.6002219491754,63.5275789686471,10.3763660399382,157.759531761989,5.03094114224935,78.4288887212306,50.942052131842,48.6271101581164,296.173452790251,112.941746111998,183.231706678253,200
206595,8016069,25.7083333333,64.625,438240.052739972,7167291.6643935,8.36787409427737,26.9469195909737,65.0681397619326,10.8564972680462,156.871277170733,5.04336824893951,79.3568730672201,50.7427039973992,48.1997385576737,299.172283630371,114.351230697632,184.821052932739,199.570247933884
206596,8016070,25.7916666667,64.625,442224.178892985,7167213.11761909,8.24443477047376,27.1119941049371,65.0477176697786,11.011886470574,165.608565968915,5.04620782375336,79.1527784559462,50.7633877273433,47.6677240418994,299.605318603516,115.006498794556,184.59881980896,199.933884297521
206597,8016071,25.875,64.625,446208.382362625,7167139.80737409,7.89618230851229,27.925666809082,64.5449168938251,10.9903457814997,178.486880720154,5.28036539554596,83.551503593539,50.3671046170321,48.0845266925402,303.007476806641,115.979221343994,187.028255462647,199.96694214876
206598,8016072,25.9583333333,64.625,450192.657819059,7167071.73364236,8.46829090515772,29.6882228851318,62.1667037010193,10.4099554737409,176.135406112671,5.27528923814015,82.9130288018121,50.6739194869995,48.5250264803568,302.486151254305,117.131841680055,185.35430957425,200
206599,8016073,26.0416666667,64.625,454176.999932902,7167008.89640891,8.1980341170445,28.7722213839696,63.3463169444691,10.4212789299074,182.998871921508,5.24087120532989,85.9275334676107,50.5748657037404,48.882833780336,300.284533081055,119.086799545288,181.197733535767,199.851239669421
206600,8016074,26.125,64.625,458161.403360844,7166951.29566012,8.14607301034218,31.8994718977242,60.3133096300866,10.8707595935538,173.664785148684,5.5372700994665,88.7446417914497,51.1060284070732,48.8264884318202,297.239703924006,121.261115611683,175.978588312323,199.719008264463
206601,8016075,26.2083333333,64.625,462145.862774306,7166898.93138327,6.90368463776328,31.85280418396,61.5524659275023,10.8841319123576,157.068022609742,5.82426698684692,93.8712683783637,51.308434510034,47.9372324982951,294.658735656738,119.363886566162,175.294849090576,200
206602,8016076,26.2916666667,64.625,466130.372845055,7166851.80356683,7.92275166314495,31.7732984054187,60.680738622492,10.3431635060586,138.353563608217,5.64012809276581,90.0530838860406,51.5585702312879,48.1332230370892,295.091528930664,112.115408859253,182.976120071411,200
206603,8016077,26.375,64.625,470114.928230835,7166809.91220056,6.84720010796854,29.0495415837312,64.5206091384257,10.8646236608836,124.44831350027,5.08356331348419,79.8857879638672,51.1857429063025,47.4325336109508,297.104626159668,108.045362472534,189.059263687134,199.96694214876
206604,8016078,26.4583333333,64.625,474099.523604016,7166773.2572752,7.42212975025177,30.7673997402191,62.1391472498576,11.333452908198,101.345444170634,4.25724437318999,64.0714032914903,51.6133551279704,47.5811848640442,295.766433891209,105.536484466202,190.229949425007,199.216666666667
206605,8016079,26.5416666667,64.625,478084.153637219,7166741.83878267,7.61269025566164,32.4512009265994,60.3321873057972,10.4941963400723,106.079054714234,4.32164924906701,67.3348328390239,51.3651578288433,47.7282312566584,289.519254389497,105.840449696964,183.678804692533,199.99173553719
206606,8016080,26.625,64.625,482068.812988939,7166715.65671615,6.61431853239201,32.4274701047535,61.3539152224202,9.87374106714548,119.795546161242,4.30479775188125,64.6948942396376,51.0744300400915,47.3542928143966,286.869343124817,107.905220031738,178.964123093079,200
206607,8016081,26.7083333333,64.625,486053.496332197,7166694.71106983,6.56282868661171,30.9672088780679,62.7956328589069,10.9732075052813,147.2485451186,4.12661963939667,66.8861829969618,51.3249841485142,47.7773294054772,298.652528381348,106.245455474854,192.407072906494,200
206608,8016082,26.7916666667,64.625,490038.198340166,7166679.0018391,8.47584013111335,31.7491373109423,60.1294636686971,10.6016260887966,153.561582770229,4.52847674949882,68.5703442891439,51.2714666886763,47.7813431290556,299.509505753665,105.547142658037,193.962363095628,199.752066115702
206609,8016083,26.875,64.625,494022.913671792,7166668.52902055,6.24461278442509,26.6581152923836,67.5050418633075,10.9280549908472,149.432200534285,4.26567904316649,70.3333864847819,50.5254600146585,47.5106460319078,301.09794274155,102.415860312326,198.682082429224,200
206610,8016084,26.9583333333,64.625,498007.637000447,7166663.29261185,6.05874906267439,25.1042429178703,69.2247415750968,11.5736782330425,136.013445172991,4.41425238301357,69.1688993006577,50.5280941875041,47.670689270276,301.661430040995,104.010064284007,197.651365756988,199.890756302521
206611,8016085,27.0416666667,64.625,501992.362999554,7166663.29261185,6.57025957324288,27.9327985936945,65.8836358157071,11.9186004985463,139.021266313033,4.36881062719557,63.8990918901232,51.0203733617609,48.8362094185569,301.319119347466,105.182224697537,196.136894649929,199.636363636364
206612,8016086,27.125,64.625,505977.086328208,7166668.52902055,6.822360260146,27.9056247132165,65.6141270228795,10.57187466962,135.34256029129,4.57132498825653,65.5927002518265,51.856441293444,48.2724727221898,299.133847779866,109.477819322031,189.656028457835,199.910714285714
